villageId,gazetteerName,gazetteerId,category1,category2,category3,startYear,endYear,data,unit
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,总 Total,null,1951,1951,46092.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,种植业 Agriculture,null,1951,1951,31550.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,林业 Forestry,null,1951,1951,9400.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,牧业 Animal Husbandry,null,1951,1951,402.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,副业 Miscellaneous,null,1951,1951,4240.0,元 yuan
410581106229,桑耳庄村志,14,人均收入 Per Capita Income,null,null,1951,1951,31.4,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,总 Total,null,1952,1952,48581.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,种植业 Agriculture,null,1952,1952,33911.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,林业 Forestry,null,1952,1952,9370.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,牧业 Animal Husbandry,null,1952,1952,800.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,副业 Miscellaneous,null,1952,1952,4500.0,元 yuan
410581106229,桑耳庄村志,14,人均收入 Per Capita Income,null,null,1952,1952,31.5,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,总 Total,null,1953,1953,51061.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,种植业 Agriculture,null,1953,1953,34501.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,林业 Forestry,null,1953,1953,9090.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,牧业 Animal Husbandry,null,1953,1953,1100.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,副业 Miscellaneous,null,1953,1953,6370.0,元 yuan
410581106229,桑耳庄村志,14,人均收入 Per Capita Income,null,null,1953,1953,33.7,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,总 Total,null,1954,1954,63191.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,种植业 Agriculture,null,1954,1954,47457.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,林业 Forestry,null,1954,1954,9540.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,牧业 Animal Husbandry,null,1954,1954,1400.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,副业 Miscellaneous,null,1954,1954,9794.0,元 yuan
410581106229,桑耳庄村志,14,人均收入 Per Capita Income,null,null,1954,1954,38.9,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,总 Total,null,1955,1955,69082.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,种植业 Agriculture,null,1955,1955,43146.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,林业 Forestry,null,1955,1955,10660.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,牧业 Animal Husbandry,null,1955,1955,1700.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,副业 Miscellaneous,null,1955,1955,13576.0,元 yuan
410581106229,桑耳庄村志,14,人均收入 Per Capita Income,null,null,1955,1955,44.1,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,总 Total,null,1956,1956,98880.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,种植业 Agriculture,null,1956,1956,84140.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,林业 Forestry,null,1956,1956,10140.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,牧业 Animal Husbandry,null,1956,1956,1900.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,副业 Miscellaneous,null,1956,1956,2700.0,元 yuan
410581106229,桑耳庄村志,14,人均收入 Per Capita Income,null,null,1956,1956,59.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,总 Total,null,1951,1951,46092.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,种植业 Agriculture,null,1951,1951,31550.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,林业 Forestry,null,1951,1951,9400.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,牧业 Animal Husbandry,null,1951,1951,402.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,副业 Miscellaneous,null,1951,1951,4240.0,元 yuan
410581106229,桑耳庄村志,14,人均收入 Per Capita Income,null,null,1951,1951,31.4,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,总 Total,null,1952,1952,48581.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,种植业 Agriculture,null,1952,1952,33911.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,林业 Forestry,null,1952,1952,9370.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,牧业 Animal Husbandry,null,1952,1952,800.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,副业 Miscellaneous,null,1952,1952,4500.0,元 yuan
410581106229,桑耳庄村志,14,人均收入 Per Capita Income,null,null,1952,1952,31.5,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,总 Total,null,1953,1953,51061.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,种植业 Agriculture,null,1953,1953,34501.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,林业 Forestry,null,1953,1953,9090.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,牧业 Animal Husbandry,null,1953,1953,1100.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,副业 Miscellaneous,null,1953,1953,6370.0,元 yuan
410581106229,桑耳庄村志,14,人均收入 Per Capita Income,null,null,1953,1953,33.7,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,总 Total,null,1954,1954,63191.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,种植业 Agriculture,null,1954,1954,47457.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,林业 Forestry,null,1954,1954,9540.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,牧业 Animal Husbandry,null,1954,1954,1400.0,元 yuan
410581106229,桑耳庄村志,14,集体经济收入 Collective Economic Income,副业 Miscellaneous,null,1954,1954,9794.0,元 yuan
